jumlah_dosen,univ_name
9,Akademi Kebidanan Global Medika
12,Akademi Kebidanan Dharma Praja Bondowoso
7,Akademi Kebidanan Sukawati Lawang
8,Akademi Farmasi Mitra Sehat Mandiri Sidoarjo
0,Akademi Kebidanan Surya Sehat
15,Akademi Kebidanan Dr Soebandi
9,Akademi Kebidanan Brawijaya Husada
11,Akademi Analis Kesehatan Delima Husada Gresik
12,Akademi Farmasi Jember
6,Akademi Kebidanan Graha Husada Sampang
24,Akademi Kesehatan Rustida
10,Akademi Keperawatan Kosgoro Mojokerto
2,Akademi Kebidanan Permata Delima
0,Akademi Kebidanan Anindya
8,Akademi Gizi Karya Husada Kediri
21,Akademi Farmasi Surabaya 
7,Akademi Kuliner dan Patiseri Ottimmo Internasional
0,Akademi Farmasi Yannas Husada
0,Akademi Kebidanan Pemenang
4,Politeknik Cahaya Surya
28,Politeknik NSC Surabaya
33,Politeknik Ubaya
29,Politeknik Surabaya
11,Politeknik Unisma Malang
0,Politeknik Kesehatan Majapahit
29,Politeknik Sakti Surabaya
0,Politeknik Madiun
45,Politeknik Kesehatan RS Dr Soepraoen Kesdam V
25,Politeknik Kota Malang
0,Politeknik Banyuwangi
35,Politeknik Kediri
17,Politeknik 17 Agustus 1945 Surabaya
17,Politeknik Pertanian dan Peternakan Mapena
6,Akademi Komunitas Semen Indonesia
93,Universitas Mahendradatta
89,Universitas Ngurah Rai
313,Universitas Mahasaraswati Denpasar
137,Universitas Pendidikan Nasional
104,Universitas Dwijendra
45,Universitas Tabanan
344,Universitas Warmadewa
43,Universitas Panji Sakti Singaraja
176,Universitas Hindu Indonesia
260,Universitas Muhammadiyah Mataram
52,Universitas Mahasaraswati Mataram
110,Universitas Islam Al-azhar Mataram
59,Universitas 45 Mataram
229,Universitas Nahdlatul Wathan Mataram
57,Universitas Gunung Rinjani
116,Universitas Samawa
69,Universitas Nusa Tenggara Barat
219,Universitas Katolik Widya Mandira Kupang
228,Universitas Flores
141,Universitas Kristen Artha Wacana
115,Universitas Muhammadiyah Kupang
0,Universitas PGRI Nusa Tenggara Timur
0,Universitas Timor
74,Universitas Nusa Lontar Rote
153,Universitas Nusa Nipa
41,Universitas Teknologi Indonesia
60,Universitas Tribuana Kalabahi
105,Universitas Cordova
134,Universitas Dhyana Pura
104,Universitas Teknologi Sumbawa
47,Universitas Karyadarma Kupang
53,Universitas Nahdlatul Ulama Nusa Tenggara Barat
2,Universitas San Pedro
52,Universitas Kristen Wira Wacana Sumba
241,Universitas Hamzanwadi
212,Universitas Persatuan Guru 1945 NTT
12,Universitas Aryasatya Deo Muri
97,Universitas Qamarul Huda Badaruddin Bagu
59,IKIP Saraswati
147,IKIP PGRI Bali
313,IKIP Mataram
91,IKIP Muhammadiyah Maumere
49,Institut Keguruan dan Teknologi Larantuka
25,Institut Ilmu Sosial dan Budaya Samawa Rea
62,Institut Ilmu Kesehatan Medika Persada Bali
10,Sekolah Tinggi Ilmu Administrasi Denpasar
30,Sekolah Tinggi Ilmu Manajemen Handayani
18,Sekolah Tinggi Ilmu Sosial Politik Wira Bhakti
41,STKIP Agama Hindu Singaraja
8,STISIP Margarana
18,STKIP Agama Hindu Amlapura
6,Sekolah Tinggi Manajemen Taman Pendidikan 45
36,Sekolah Tinggi Ilmu Ekonomi Satya Dharma
32,Sekolah Tinggi Ilmu Ekonomi Triatma Mulya
6,STIE Bali Internasional Institute of Tourism Management
0,Sekolah Tinggi Ilmu Manajemen Dyana Pura
115,STKIP Bima
0,STKIP Hamzanwadi
21,Sekolah Tinggi Ilmu Administrasi Muhammadiyah Selong
68,Sekolah Tinggi Ilmu Sosial Dan Politik Mbojo
18,Sekolah Tinggi Ilmu Ekonomi 45 Mataram
29,Sekolah Tinggi Ilmu Hukum Muhammadiyah Bima
35,Sekolah Tinggi Ilmu Administrasi Mataram
74,STMIK Bumi Gora
6,Sekolah Tinggi Ilmu Ekonomi Nasional
16,Sekolah Tinggi Ilmu Ekonomi Yapis
47,Sekolah Tinggi Ilmu Kesehatan Mataram
39,Sekolah Tinggi Filsafat Katolik Ledalero
129,STKIP Santu Paulus
12,Sekolah Tinggi Ilmu Manajemen Kupang
0,Sekolah Tinggi Ilmu Ekonomi Wirawacana
36,Sekolah Tinggi Manajemen Informatika Komputer Uyelindo Kupang
30,Sekolah Tinggi Ilmu Ekonomi Oemathonis
25,Sekolah Tinggi Pembangunan Masyarakat Santa Ursula
199,STIMIK - STIKOM Bali
11,Sekolah Tinggi Bahasa Asing Cakrawala Nusantara
4,Sekolah Tinggi Ilmu Bahasa (STIBA) Hita Widya Singaraja
37,Sekolah Tinggi Bahasa Asing Saraswati
47,Sekolah Tinggi Ilmu Ekonomi Bima
9,Sekolah Tinggi Bahasa Asing Mentari Kupang
14,STMIK Bandung Bali
10,Sekolah Tinggi Ilmu Ekonomi Putra Timor
3,Sekolah Tinggi Ilmu Teknik Jembrana
0,Sekolah Tinggi Ilmu Teknologi Kelautan
12,Sekolah Tinggi Ilmu Sosial Dan Politik Fajar Timur
17,STMIK Lombok
93,Sekolah Tinggi Ilmu Kesehatan Bali
56,Sekolah Tinggi Ilmu Ekonomi AMM
10,STIMIK Kupang
19,Sekolah Tinggi Teknik Lingkungan Mataram
13,STMIK Denpasar
53,STIKES Yarsi Mataram
22,STMIK Syaikh Zainuddin Nahdlatul Wathan
0,STIKES Qamarul Huda
34,STIKES Bina Usada Bali
70,STKIP Taman Siswa Bima
56,Sekolah Tinggi Pariwisata Bali Internasional
11,Sekolah Tinggi Informatika Komputer Artha Buana
59,STIKES Wira Medika Bali
1,Sekolah Tinggi Ilmu Kesehatan Jembrana
145,STMIK STIKOM Indonesia
26,Sekolah Tinggi Pariwisata Triatma Jaya
0,STKIP Indonesia Kupang
0,Sekolah Tinggi Ilmu Kesehatan Majapahit Singaraja
31,STIKES Citra Husada Mandiri
45,STKIP Yapis Dompu
25,STKIP Suar Bangli
16,Sekolah Tinggi Teknik Bima
33,STIKES Advaita Medika Tabanan
18,STKIP Al Amin Dompu
25,STIKES Hamzar Memben Lombok Timur
27,STIKES Yahya Bima
18,STIKES Maranatha Kupang
39,Sekolah Tinggi Ilmu Kesehatan Nusantara  
25,STKIP Hamzar
53,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Citra Bakti
0,STKIP Qamarul Huda
9,STKIP Nusa Bunga Floresta
46,Sekolah Tinggi Desain Bali
15,STKIP Paracendekia N W Sumbawa
36,STKIP Soe
0,STT Hamzanwadi
27,STKIP Sinar Pancasila
29,STMIK Primakara
17,STIKES Santu Paulus Ruteng
26,STKIP Weetebula
18,STKIP Citra Bina Nusantara
7,STKIP Nusa Timor
6,STKIP Simbiosis
15,STIKES Panca Atma Jaya
10,STKIP Muhammadiyah Kalabahi
16,Sekolah Tinggi Manajemen Informatika Komputer Stella Maris Sumba
36,Sekolah Tinggi Ilmu Kesehatan Buleleng
18,STIBA Bumi Gora Mataram
16,STKIP Harapan Bima
13,Sekolah Tinggi Ilmu Ekonomi Karya
0,STKIP Jembrana
23,STIKES Griya Husada Sumbawa
10,Sekolah Tinggi Farmasi Mahaganesha
38,Sekolah Tinggi Manajemen Informatika Komputer Mataram
0,STIT Kelautan Nusantara
0,ST Teknologi dasn Kejurusan
26,Sekolah Tinggi Pariwisata Mataram
5,Akademi Akuntansi Denpasar
25,Akademi Pariwisata Denpasar
10,Akademi Keuangan Dan Perbankan Denpasar
0,Akademi Pariwisata Mataram
22,Akademi Sekretari Dan Manajemen Mataram
0,Akademi Bahasa Asing Bumi Gora Mataram
6,Akademi Teknik Bima
12,Akademi Teknik Kupang
6,Akademi Keuangan Dan Perbankan Effata Kupang
13,Akademi Pekerjaan Sosial Kupang
13,Akademi Pariwisata Kupang
10,Akademi Koperasi Indonesia Ratu Jelita
0,Akademi Manajemen Informatika & Komputer Mataram
3,Akademi Bahasa Asing Santa Mary Ende
14,Akademi Keperawatan Samawa
6,Akademi Keperawatan Maranatha Groups
21,Akademi Kebidanan Kartini
0,Akademi Kebidanan Kesatria Praya
0,Akademi Kebidanan Anugrah Abadi
16,Akademi Kebidanan Harapan Bunda Bima
8,Akademi Kebidanan Bali Wisnu Dharma
11,Akademi Kebidanan Bhakti Kencana
9,Akademi Keperawatan Mandiri
7,AKTEK Radiodiagnostik Dan Radioterapi Bali
14,Akademi Kebidanan Surya Mandiri Kota Bima
13,Akademi Kesehatan Gigi Karya Adi Husada Mataram
14,AMIK New Media
8,Akademi Bahasa Asing New Media
17,Akademi Keperawatan Kesdam IX/Udayana
17,Akademi Farmasi Saraswati Denpasar
6,Akademi Keperawatan ST Elisabeth Lela 
9,Akademi Kebidanan Santa Elisabeth Kefamenanu 
11,Akademi Farmasi Santo Fransiskus Xaverius
8,Akademi Administrasi Rumah Sakit Mataram
33,Politeknik Nasional Denpasar
22,Politeknik St Wilhelmus
29,Politeknik Ganesa Guru
20,Politeknik Widya Dharma Bali
50,Politeknik Medica Farma Husada Mataram
12,Politeknik Internasional Bali
9,Akademi Komunitas Manajemen Perhotelan Indonesia
6,Akademi Komunitas Olat Maras
0,Universitas Veteran Republik Indonesia
807,Universitas Muslim Indonesia
131,Universitas Kristen Indonesia Paulus
600,Universitas Muhammadiyah Makassar
140,Universitas Kristen Indonesia Tomohon
210,Universitas Dayanu Ikhsanuddin
146,Universitas Klabat
34,Universitas Pepabri Makassar
78,Universitas Atma Jaya Makassar
0,Universitas 45 Makassar
184,Universitas Muhammadiyah Palu
108,Universitas Sintuwu Maroso Poso
79,Universitas Sawerigading Makassar
29,Universitas Dumoga Bone Kotamubagu
57,Universitas Sulawesi Tenggara
0,Universitas Satria Makassar
76,Universitas Pancasakti
140,Universitas Alkhairaat
50,Universitas Cokroaminoto Makassar
112,Universitas Kristen Indonesia Toraja
168,Universitas Lakidende Unahaa
32,Universitas Nusantara Manado
122,Universitas Andi Djemma Palopo
209,Universitas Muhammadiyah Pare-pare
115,Universitas Muhammadiyah Luwuk Banggai
132,Universitas Tompotika Luwuk Banggai
72,Universitas Sari Putra Indonesia Tomohon
233,Universitas Islam Makassar
120,Universitas Katolik De La Salle
80,Universitas Pembangunan Indonesia
118,Universitas Gorontalo
111,Universitas Muhammadiyah Buton
229,Universitas Ichsan Gorontalo
476,Universitas Indonesia Timur
184,Universitas Madako Toli-toli
155,Universitas Muhammadiyah Kendari
77,Universitas Al Asyariah Mandar
0,Universitas 19 November Kolaka
233,Universitas Cokroaminoto Palopo
79,Universitas Teknologi Sulawesi
68,Universitas Teknologi Sulawesi Utara
54,Universitas Kristen Tentena
0,Universitas Sulawesi Barat
160,Universitas Muhammadiyah Gorontalo
132,Universitas Fajar
95,Universitas Tomakaka
117,Universitas Patria Artha
157,Universitas Pejuang Republik Indonesia
200,Universitas Bosowa
24,Universitas Nahdlatul Ulama Sulawesi Tenggara
0,Universitas Karya Dharma Makassar
46,Universitas Prisma
101,Universitas Muslim Maros
8,Institut Sains Dan Teknologi Pembangunan Indonesia
52,Institut Teknologi Minaesa
2,Institut Kesenian Makassar
79,STKIP Muhammadiyah Bone
43,STKIP Muhammadiyah Bulukumba
48,STKIP Muhammadiyah Enrekang
32,STKIP Muhammadiyah Rappang
25,Sekolah Tinggi Ilmu Administrasi Al Gazali Barru
13,STISIP 17-8-1945 Makassar
37,STKIP Cokroaminoto Pinrang
56,STKIP YPUP Makassar
12,STKIP Muhammadiyah Barru
12,Sekolah Tinggi Ilmu Administrasi Al Gazali Soppeng
0,Sekolah Tinggi Ilmu Hukum Al Gazali Soppeng
10,Sekolah Tinggi Filsafat Jaffray Makassar
19,Sekolah Tinggi Ilmu Ekonomi Indonesia Makassar
33,STISIP Veteran Palopo
6,STKIP Veteran Sidrap
65,Sekolah Tinggi Ilmu Ekonomi YPUP Makassar
9,Sekolah Tinggi Ilmu Administrasi YAPPI Makassa
14,STISIP Merdeka Manado
28,STITEK Dharma Yadi Makassar
54,STIA Puangrimaggalatung
34,STKIP Puangrimaggalatung Sengkang
118,Sekolah Tinggi Ilmu Ekonomi Makassar Bongaya
13,Sekolah Tinggi Ilmu Administrasi Pancamarga Palu
22,STISIP Panca Bhakti Palu
63,Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu
55,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Palopo
19,Sekolah Tinggi Filsafat Seminari Pineleng
20,Sekolah Tinggi Ilmu Ekonomi Amsir Pare-pare
42,STKIP Yapti Jeneponto
5,Sekolah Tinggi Ilmu Kesejahteraan Sosial Manado
4,Sekolah Tinggi Ilmu Komunikasi Manado
107,STKIP Pembangunan Indonesia
10,Sekolah Tinggi Ilmu Ekonomi Pembangunan Indonesia
15,Sekolah Tinggi Ilmu Ekonomi Sulawesi Utara
0,STKIP Yapim Maros
17,Sekolah Tinggi Ilmu Ekonomi Bajiminasa Makassar
22,STIKS Tamalanrea Makassar
31,STIM LPI Makassar
15,Sekolah Tinggi Ilmu Manajemen Indonesia YAPMI
2,Sekolah Tinggi Ilmu Ekonomi Budi Utomo Manado
9,Sekolah Tinggi Ilmu Ekonomi LPI Makassar
38,Sekolah Tinggi Ilmu Pertanian Wuna Raha
20,Sekolah Tinggi Ilmu Ekonomi Yapman Majene
18,Sekolah Tinggi Ilmu Ekonomi Eben Haezer Manado
107,STMIK Dipanegara Makassar
6,Sekolah Tinggi Ilmu Ekonomi Nusantara Makassar
16,Sekolah Tinggi Ilmu Ekonomi El Fatah Manado
39,Sekolah Tinggi Ilmu Pertanian Mujahidin Toli-toli
9,STMIK Manado
9,STKIP PGRI Manado
47,STISIP Petta Baringeng Soppeng
18,Sekolah Tinggi Ilmu Ekonomi Dharma Barata Kendari
39,Sekolah Tinggi Ilmu Ekonomi Enam Enam Kendari
6,Sekolah Tinggi Ilmu Ekonomi Yapti Jeneponto
6,Sekolah Tinggi Ilmu Hukum Damarica Palopo
19,Sekolah Tinggi Ilmu Pertanian Kendari
49,Sekolah Tinggi Ilmu Ekonomi Amkop Makassar
33,Sekolah Tinggi Ilmu Manajemen Nitro Makassar
14,Sekolah Tinggi Ilmu Kesehatan Tamalatea Makassar
26,Sekolah Tinggi Ilmu Ekonomi Pioner Manado
71,STMIK Handayani Makassar
0,Sekolah Tinggi Ilmu Pertanian Tanratupattanabali
0,Sekolah Tinggi Ilmu Manajemen Yapim Maros
11,Sekolah Tinggi Theologia Intim Makassar
13,Sekolah Tinggi Ilmu Pertanian Puangrimanggalatung
14,Sekolah Tinggi Ilmu Ekonomi Rizky
47,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju
16,Sekolah Tinggi Ilmu Ekonomi Petra
8,Sekolah Tinggi Ilmu Ekonomi Swadaya Manado
53,Sekolah Tinggi Ilmu Kesehatan Makassar
14,Sekolah Tinggi Ilmu Ekonomi Makassar Maju
88,Sekolah Tinggi Ilmu Ekonomi Tri Dharma Nusantara
31,Sekolah Tinggi Ilmu Administrasi Bina Taruna
46,STIE Nobel Indonesia Makassar
17,Sekolah Tinggi Ilmu Ekonomi Pariwisata
0,Sekolah Tinggi Ilmu Ekonomi Patria Artha
10,Sekolah Tinggi Ilmu Farmasi Pelita Mas
42,Sekolah Tinggi Ilmu Kesehatan Indonesia Jaya
16,Sekolah Tinggi Ilmu Bahasa Asing Bumi Beringin
19,Sekolah Tinggi Ilmu Hukum Pengayoman
8,Sekolah Tinggi Ilmu Manajemen Publik Makassar
14,STITEK Bina Taruna
30,STMIK Kharisma Makassar
42,STMIK Ichsan
16,Sekolah Tinggi Ilmu Ekonomi Ichsan
37,STISIP Muhammadiyah Rappang
22,STKIP Andi Mattappa
19,Sekolah Tinggi Ilmu Hukum Lamaddukelleng
7,Sekolah Tinggi Ilmu Ekonomi Lamaddukelleng
46,Sekolah Tinggi Ilmu Ekonomi Wira Bhakti
17,Sekolah Tinggi Teknik Baramuli
20,Sekolah Tinggi Ilmu Ekonomi Widya Dharma
27,STMIK Bina Mulia
22,Sekolah Tinggi Ilmu Ekonomi Lamappoleonro
4,Sekolah Tinggi Teknologi Dirgantara Makassar
1,Sekolah Tinggi Ilmu Administrasi Pembangunan
26,Sekolah Tinggi Ilmu Hukum Amsir
13,Sekolah Tinggi Ilmu Ekonomi Yapi Bone
21,Sekolah Tinggi Ilmu Pertanian Yapi Bone
34,Sekolah Tinggi Ilmu Administrasi Prima
32,STMIK Adhi Guna
81,Sekolah Tinggi Ilmu Kesehatan Avicenna
14,Sekolah Tinggi Ilmu Keperawatan Famika
34,STIM Lasharan Jaya Makassar
39,Sekolah Tinggi Teknologi Kelautan
26,STMIK Parnaraya
5,STISIP Swadaya
15,Sekolah Tinggi Ilmu Hukum Cokroaminoto
0,STISIP Tanratupattanabali
5,STISIPOL Mujahidin
42,Sekolah Tinggi Ilmu Ekonomi Mujahidin
24,STIMIK Bina Bangsa
38,STIP Muhammadiyah Sinjai
13,Sekolah Tinggi Teknologi Mekongga
15,STMIK Catur Sakti Kendari
38,STIKES Gema Insan Akademik
0,Sekolah Tinggi Ilmu Pertanian Yapim Maros
52,STISIP Muhammadiah Sinjai
12,STIMED Nusa Palapa
11,Sekolah Tinggi Pariwisata Tamalatea Makassar
10,STMIK Samudra Bitung
23,STMIK Multicom Bolaan Mongondow
14,Sekolah Tinggi Ilmu Pariwisata Manado
46,Sekolah Tinggi Ilmu Kesehatan Yapika
20,STIMIK Lamappapoleonro
0,STMIK Boalemo
12,Sekolah Tinggi Perikanan Dan Kelautan Palu
107,Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin
8,Sekolah Tinggi Ilmu Administrasi Abdul Haris
20,Sekolah Tinggi Ilmu Kesehatan Bina Bangsa Majene
27,Sekolah Tinggi Ilmu Kesehatan Baramuli
12,Sekolah Tinggi Teknologi Nusantara Indonesia
30,Sekolah Tinggi Ilmu Farmasi Makassar
19,Sekolah Tinggi Ilmu Kesehatan Tana Toraja
170,Sekolah Tinggi Ilmu Kesehatan Mega Rezky
42,Sekolah Tinggi Ilmu Keperawatan Gunung Sari
112,STIKES Mandala Waluya Kendari
40,STIKES Tanawali Takalar
36,STIKES Bhakti Pertiwi Luwu Raya
38,STIKES Bina Generasi Polewali Mandar
34,STIKES Kurnia Jaya Persada
25,STIKES Panakkukang
16,STKIP Darud Da wah Wal Irsyad Mamuju
10,STKIP Darud Da wah Wal Irsyad Pinrang
15,STIKES Lakipadada
15,STIKES Graha Edukasi
29,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar
18,STIKES Nusantara Lasinrang
11,STIKES RSU Daya Makassar
9,Sekolah Tinggi Ilmu Komputer Rajawali
21,STIKES Marendeng Majene
56,Sekolah Tinggi Ilmu Kesehatan St Fatimah
36,Sekolah Tinggi Ilmu Kesehatan Muhamadiyah Manado
17,Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo
39,STMIK AKBA
36,Sekolah Tinggi Ilmu Ekonomi Pelita Buana
14,STISIP Bina Generasi Polewali
20,STIKES Andini Persada
39,Sekolah Tinggi Ilmu Kesehatan Widya Nusantara Palu
38,STIKES Amanah Makassar
38,Sekolah Tinggi Ilmu Kesehatan Panrita Husada
11,STIKES Puangrimanggalatung
46,STIKES Mega Buana Palopo
48,STIKES Muhammadiyah Sidrap
41,STIKES IST Buton
27,STMIK Profesional Makassar
28,STIKES Bataraguru Soroaka
6,Sekolah Tinggi Ilmu Hukum dan HAM
21,STIKES Graha Medika
15,Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan
17,Sekolah Tinggi Ilmu Kesehatan Husada Mandiri Poso
21,STIKES Nusantara Jaya
13,STIM Boalemo
9,STIKES Bina Mandiri Gorontalo 
11,STIKES Bakti Nusantara Gorontalo
15,Sekolah Tinggi Bisnis dan Manajemen Dua Saudara
45,STKIP Mega Rezky
13,Sekolah Tinggi Manajemen Informatika dan Komputer Bina Adinata
16,Sekolah Tinggi Ilmu Kesehatan Pelamonia Kesdam VII Wirabuana
8,STIK Trinita Manado
0,Sekolah Tinggi Ilmu Kesehatan Budi Mulia 
0,STMIK Hasan Sulur Wonomulyo
15,STKIP Pelita Nusantara Buton
14,Sekolah Tinggi Ilmu Hukum dan Politik Palu
37,Sekolah Tinggi Ilmu Kesehatan Salewangan Maros
19,STKIP Muhammadiyah Palopo
0,STIK Imanuel Indonesia
15,Sekolah Tinggi Ilmu Maritim Makassar
6,Sekolah Tinggi Ilmu Kesehatan Datu Kamanre
0,STKIP Tomakaka Tiwikrama
12,STKIP Dampal Selatan
20,Sekolah Tinggi Ilmu Kesehatan Trinita
0,Sekolah Tinggi Ilmu Kesehatan Surifatri Kotamobagu
5,Akademi Bahasa Asing UMI Makassar
26,Akademi Maritim Indonesia AIPI
1,Akademi Manajemen Perpajakan Makassar
1,Akademi Bahasa Asing Atmajaya Makassar
5,Akademi Ilmu Gizi YPAG Makassar
0,Akademi Pariwisata YPAG Makassar
14,Akademi Sekretari Manajemen Indonesia Publik
0,Akademi Maritim Indonesia Veteran Makassar
7,Akademi Sekretari Manajemen Atmajaya Makassar
6,Akademi Pariwisata Manado
5,Akademi Teknik Kendari
11,Akademi Maritim Indonesia Bitung
13,AMIK Rizky Makassar
18,Akademi Keperawatan Muhammadiyah Makassar
32,Akademi Teknik Soroako
16,AMIK Tri Dharma Palu
0,Akademi Pariwisata Air Madidi
11,Akademi Keuangan Perbankan Tahuna
4,AMIK Milan Kendari
8,Akademi Sekretari Manajemen Indonesia Klabat
31,AMIK Yapenas Kendari
15,AMIK Ibnu Khaldum Palopo
18,AMIK Catur Sakti Kendari
8,AMIK Makassar
18,Akademi Sekretari Manajemen Indonesia Lpi Makassar
16,Akademi Sekretari Manajemen Amsir Pare-Pare
8,Akademi Teknik Pratama Makale
0,AMIK Profesional Makassar
17,Akademi Manajemen Informatika Dan Komputer Kendari
0,ASMI Yapika Makassar
10,Akademi Hiperkes Makassar
23,AMIK Parnaraya Manado
3,Akademi Teknologi Industri Dewantara Palopo
9,Akademi Ketalak Pelayaran Niagakeplb Kendari
9,AMIK Lamappapoleonro Soppeng
0,Akademi Bahasa Asing Barakati Kendari
0,Akademi Analis Kimia Yapika Makassar
0,Akademi Pertambangan Makassar
0,AMIK Tomakaka 
9,AMIK Mikenium Kolaka
15,Akademi Farmasi Bina Husada Kendari
18,Akademi Keperawatan Yapenas 21 Maros
0,Akademi Kebidanan Salewangan Maros
0,Akademi Keperawatan Nusantara Jaya Makassar
2,ASMI Shita Palu
1,Akademi Komputer Mall Cendikia
0,Akademi Teknik Otomotive Makassar
21,AMIK Luwuk Banggai
4,Akademi Keperawatan Baramuli
20,Akademi Kebidanan Bina Sejahtera
6,Akademi Keperawatan YPPP Wonomulyo
0,Akademi Parawisata Kendari
16,Akademi Keperawatan Kamanre
0,Akademi Keperawatan Kharisma Gowa Raya
22,Akademi Keperawatan Batari Toja
7,Akademi Keperawatan Reformasi
38,Akademi Kebidanan Sandi Karsa
15,Akademi Keperawatan Sandi Karsa
0,Akademi Keperawatan Putra Pertiwi
6,Akademi Keperawatan Yapi
5,Akademi Keperawatan Rantepao
5,Akademi Keperawatan Fatima Mamuju
21,Akademi Keperawatan Makasar
18,Akademi Kebidanan Muhammadiyah Makassar
6,Akademi Kebidanan Palu Sulawesi Tengah
8,Akademi Keperawatan Al-Hambra Makassar
26,Akademi Kebidanan Pelita Ibu Kendari
7,Akademi Keperawatan Totabuan Kotamobagu
20,Akademi Kebidanan Yapma Makassar
9,Akademi Kebidanan Bakti Nusantara Rantepao
10,Akademi Analis Kesehatan Kendari
27,Akademi Kebidanan Kamanre Palopo
14,Akademi Kebidanan Syekh Yusuf Gowa
6,Akademi Kebidanan Minasa Upa
18,Akademi Kebidanan Madani Sinjai
19,Akademi Kebidanan Konawe
21,Akademi Kebidanan Muhammadiyah Palopo
17,Akademi Keperawatan Sawerigading Pemda Luwu
15,Akademi Keperawatan Fatima Pare-pare
10,Akademi Keperawatan Gunung Maria
6,Akademi Teknik Elektromedik Muhammadiyah Makassar
9,Akademi Farmasi Kebangsaan Makassar
11,AKTEK Radiodiagnostik & Radioterapi Muhammadiyah
0,Akademi Keperawatan Pemda Sengkang
4,Akademi Kesehatan Lingkungan Mandala Waluya
7,AKPER Putra Pertiwi Watansoppeng
9,Akademi Keperawatan Lapatau Bone
12,Akademi Keperawatan Bethesda Tomohon
11,Akademi Keperawatan PPNI Kendari
8,Akademi Keperawatan Justitia
8,Akademi Farmasi Medika Nusantara
15,Akademi Kebidanan Nusantara Jaya
6,Akademi Kebidanan Batari Toja
8,Akademi Kebidanan Bunda Kotamobagu
3,Akademi Kebidanan Lapatau Bone
9,Akademi Kesehatan Gigi Kendari
6,Akademi Kebidanan Persada Wajo
18,Akademi Analis Kesehatan Muhammadiyah Makassar
13,Akademi Kebidanan Bina Sehat Nusantara
14,Akademi Kebidanan Andi Makkasau
14,Akademi Farmasi Sandi Karsa
6,Akademi Kesehatan Lingkungan Muhammadiyah Makassar
3,Akademi Kebidanan Dian Harapan
7,Akademi Kebidanan Inau
25,Akademi Kebidanan Sinar Kasih Toraja
2,Akademi Kebidanan Sumber Kasih Enrekang
28,Akademi Kebidanan Trinita Manado
11,Akademi Keperawatan Toraya
9,Akademi Kebidanan Prima Sengkang
19,Akademi Kebidanan Tahirah Al Baeti Bulukumba
12,Akademi Kebidanan Masamba
2,Akademi Kebidanan Mayapada Gading Persada
35,Akademi Kebidanan Graha Ananda
3,Akademi Kebidanan Menara Primadani
21,Akademi Kebidanan Pelamonia Kesdam VIIWirabuana
4,Akademi Kebidanan Haji Amirullah
11,Akademi Kebidanan Menara Bunda
13,Akademi Keperawatan Metuari Waya Manado
0,Akademi Kebidanan Yayasan Kesehatan Nasional
4,Akademi Kebidanan Paramata Raha
0,Akademi Kebidanan Bambapuang Prima Persada
6,Akademi Kebidanan Aisyah Kabupaten Pangkep
8,Akademi Kebidanan Buton Raya
7,Akademi Kebidanan Reformasi
1,Akademi Kebidanan Graha Rabita Anugerah
11,Akademi Keperawatan Rumkit Tingkat III Manado
17,Akademi Keperawatan Rumah Sakit Tk. II Pelamonia
9,Akademi Keperawatan Bala Keselamatan
5,Akademi Farmasi Tadulako Farma 
21,Akademi Farmasi Yamasi Makassar 
16,AKPER Mappa Oudang Makassar 
5,Akademi Fisioterapi ST Lukas Tomohon
15,Akademi Kebidanan Gunung Sari Makassar
3,Akademi Farmasi Toraja
6,Akademi Farmasi Bina Farmasi
0,Akademi Tenaga Kesehatan Baubau
8,Akademi Keperawatan Syekh Yusuf Gowa
0,Politeknik Internasional Indonesia Makassar
68,Politeknik Informatika Nasional  
0,Politeknik Nusa Utara
45,Politeknik Gorontalo
24,Politeknik Palu
23,Politeknik Indotec Kendari
18,Politeknik Bosowa
57,Politeknik Maritim AMI Makassar
38,Politeknik Baubau
0,Akademi Komunitas Dewinatalia
0,UCSI University
306,Universitas Bung Hatta
168,Universitas Muhammadiyah Sumatera Barat
219,Universitas Ekasakti
83,Universitas Mahaputra Muhammad Yamin
65,Universitas Tamansiswa
513,Universitas Islam Riau
302,Universitas Lancang Kuning
194,Universitas Batanghari Jambi
146,Universitas Baiturrahmah
170,Universitas Batam
130,Universitas Internasional Batam
412,Universitas Putra Indonesia Yptk Padang
