jumlah_dosen,univ_name
1458,Politeknik Pertanian Negeri Kupang,,
1459,Politeknik Pertanian Negeri Pangkajene Kepulauan,,
1460,Politeknik Pertanian Negeri Payakumbuh,,
1461,Politeknik Pertanian Negeri Samarinda,,
1462,Politeknik Pertanian Yasanto,14,
1463,Politeknik PGRI Banten,4,
1464,Politeknik Piksi Ganesha,4,
1465,POLITEKNIK PIKSI GANESHA,,
1466,Politeknik Piksi Input Serang,4,
1467,Politeknik Poliprofesi Medan,1,
1468,Politeknik Pos Indonesia,4,
1469,Politeknik Praktisi Bandung,4,
1470,Politeknik Pratama,6,
1471,Politeknik Pratama Mulia,6,
1472,Politeknik Pratama Mulia Surakarta,6,
1473,Politeknik Purbaya,6,
1474,Politeknik Pusmanu,6,
1475,Politeknik Putra Bangsa Pontianak,11,
1476,Politeknik Raflesia,2,
1477,Politeknik Sahid,3,
1478,Politeknik Sains &amp; Teknologi Wiratama Maluku Utara,12,
1479,Politeknik Sains Dan Teknologi Wiratama Maluku Utara,12,
1480,Politeknik Saint Paul Sorong,14,
1481,Politeknik Sakti Surabaya,7,
1482,POLITEKNIK SANDI KARSA,9,
1483,POLITEKNIK SANTO PAULUS SURAKARTA,,
1484,Politeknik Sawunggalih Aji,6,
1485,Politeknik Sekayu,2,
1486,Politeknik Sendawar,11,
1487,Politeknik Seni Yogyakarta,5,
1488,Politeknik Siber Dan Sandi Negara,,
1489,Politeknik Sinar Mas Berau Coal,11,
1490,Politeknik Soca,3,
1491,Politeknik ST. Wilhelmus,15,
1492,Politeknik Statistika STIS,,
1493,Politeknik STIA LAN Bandung,,
1494,Politeknik STIA LAN Jakarta,,
1495,Politeknik STIA LAN Makassar,,
1496,Politeknik Stibisnis,6,
1497,Politeknik STMI Jakarta,,
1498,Politeknik STTT Bandung,,
1499,Politeknik Sukabumi,4,
1500,Politeknik Surabaya,7,
1501,Politeknik Swadharma,3,
1502,Politeknik Tanjungbalai,1,
1503,Politeknik TEDC,4,
1504,POLITEKNIK TEDC BANDUNG,4,
1505,Politeknik Teknologi Kimia Industri,,
1506,POLITEKNIK TIARA BUNDA,4,
1507,Politeknik Tonggak Equator,11,
1508,Politeknik Transportasi Darat Indonesia - STTD,,
1509,Politeknik Transportasi Sungai Danau Dan Penyeberangan,,
1510,Politeknik Tri Mitra Karya Mandiri,4,
1511,Politeknik Triguna Tasikmalaya,4,
1512,Politeknik Trisila Dharma,6,
1513,Politeknik Tunas Pemuda,4,
1514,Politeknik Ubaya,7,
1515,Politeknik Unggul LP3M,1,
1516,POLITEKNIK UNGGULAN KALIMANTAN,,
1517,Politeknik Unisma Malang,7,
1518,Politeknik Wilmar Bisnis Indonesia,1,
1519,POLITEKNIK YAKPERMAS BANYUMAS,6,
1520,POLITENIK KESEHATAN YAPKESBI,,
1521,POLTEKKES KEMENKES BANTEN,,
1522,POLTEKKES KEMENKES DENPASAR,,
1523,Poltekkes Kemenkes Surabaya,,
1524,S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi Dan Rekayasa Teknologi,1,
1525,Sekolah Tinggi  Ilmu Ekonomi JIU,4,
1526,Sekolah Tinggi Agama Buddha Bodhi Dharma,,
1527,Sekolah Tinggi Agama Buddha Dharma Widya,,
1528,Sekolah Tinggi Agama Buddha Kertarajasa,,
1529,Sekolah Tinggi Agama Buddha Maha Prajna Jakarta,,
1530,Sekolah Tinggi Agama Buddha Maitreyawira,,
1531,Sekolah Tinggi Agama Buddha Nalanda,,
1532,SEKOLAH TINGGI AGAMA BUDDHA NALANDA,,
1533,Sekolah Tinggi Agama Buddha Negeri Raden Wijaya,,
1534,Sekolah Tinggi Agama Buddha Negeri Sriwijaya Tangerang,,
1535,Sekolah Tinggi Agama Buddha Syailendra,,
1536,Sekolah Tinggi Agama Hindu Dharma Nusantara Jakarta,,
1537,Sekolah Tinggi Agama Hindu Dharma Sentana Sulawesi Tengah,,
1538,Sekolah Tinggi Agama Hindu Lampung,,
1539,Sekolah Tinggi Agama Hindu Negeri GDE Pudja Mataram,,
1540,Sekolah Tinggi Agama Hindu Negeri Gde Pudja Mataram,,
1541,Sekolah Tinggi Agama Hindu Shantika Dharma Malang,,
1542,Sekolah Tinggi Agama Islam (STAI) Al-Ma`arif Way Kanan,,
1543,Sekolah Tinggi Agama Islam (STAI) Badrus Sholeh Purwoasri Kediri,,
1544,Sekolah Tinggi Agama Islam (STAI) Baturaja,,
1545,Sekolah Tinggi Agama Islam (STAI) Khozinatul Ulum,,
1546,Sekolah Tinggi Agama Islam (STAI) Poso,,
1547,Sekolah Tinggi Agama Islam (STAI) Wakatobi,,
1548,Sekolah Tinggi Agama Islam Aceh Tamiang,,
1549,Sekolah Tinggi Agama Islam Al Gazali Bone,,
1550,Sekolah Tinggi Agama Islam Al Hikmah Tuban,3,
1551,Sekolah Tinggi Agama Islam Al Karimiyah,,
1552,Sekolah Tinggi Agama Islam Al Mashturiyah Sukabumi,,
1553,Sekolah Tinggi Agama Islam Al Masthuriyah Sukabumi,,
1554,Sekolah Tinggi Agama Islam Al Muhammad Cepu,,
1555,Sekolah Tinggi Agama Islam Al Musaddadiyah Garut,,
1556,Sekolah Tinggi Agama Islam Al-Amin Dompu NTB,,
1557,Sekolah Tinggi Agama Islam Al-Aqidah Al-Hasyimiyah,,
1558,Sekolah Tinggi Agama Islam Al-Azhar Menganti Gresik,,
1559,Sekolah Tinggi Agama Islam Al-Azhary Cianjur,,
1560,Sekolah Tinggi Agama Islam Al-Gazali Bulukumba,,
1561,Sekolah Tinggi Agama Islam Al-Gazali Soppeng,,
1562,Sekolah Tinggi Agama Islam Al-Hamidiyah Depok,,
1563,Sekolah Tinggi Agama Islam Al-Hidayah Bogor,,
1564,Sekolah Tinggi Agama Islam Al-Hikmah Jakarta,,
1565,Sekolah Tinggi Agama Islam Al-Hikmah Medan,,
1566,Sekolah Tinggi Agama Islam Ali Bin Abi Thalib,,
1567,Sekolah Tinggi Agama Islam Al-Jami Banjarmasin,,
1568,Sekolah Tinggi Agama Islam Al-Khairat Pemekasan,,
1569,Sekolah Tinggi Agama Islam Al-Ma`arif Way Kanan,,
1570,Sekolah Tinggi Agama Islam Al-Mas`udiyah,,
1571,Sekolah Tinggi Agama Islam Al-Mawaddah Warrahmah Kolaka,,
1572,Sekolah Tinggi Agama Islam Al-Muhajirin Purwakarta,,
1573,Sekolah Tinggi Agama Islam Al-Mujtahadah Pekanbaru,,
1574,Sekolah Tinggi Agama Islam Al-Qudwah Depok,,
1575,Sekolah Tinggi Agama Islam Al-Washliyah,,
1576,Sekolah Tinggi Agama Islam Ar-Rosyid,,
1577,Sekolah Tinggi Agama Islam As`adiyah Sengkang Wajo,,
1578,Sekolah Tinggi Agama Islam As-Sunnah,,
1579,Sekolah Tinggi Agama Islam Badrus Sholeh Kediri,,
1580,Sekolah Tinggi Agama Islam Badrus Sholeh Purwoasri Kediri,,
1581,Sekolah Tinggi Agama Islam Bakti Negara Tegal,,
1582,Sekolah Tinggi Agama Islam Balikpapan,,
1583,Sekolah Tinggi Agama Islam Baturaja,,
1584,Sekolah Tinggi Agama Islam Binamadani Cikokol Tangerang,,
1585,Sekolah Tinggi Agama Islam Binamadani Tangerang,,
1586,Sekolah Tinggi Agama Islam Blambangan,,
1587,Sekolah Tinggi Agama Islam Brebes,,
1588,Sekolah Tinggi Agama Islam Bumi Silampari Lubuklinggau,,
1589,Sekolah Tinggi Agama Islam Bustanul Ulum,,
1590,Sekolah Tinggi Agama Islam Cendekia Insani Situbondo,,
1591,Sekolah Tinggi Agama Islam Cirebon,,
1592,Sekolah Tinggi Agama Islam Darud Dakwah Wal Irsyad Maros,,
1593,Sekolah Tinggi Agama Islam Darul Arqam Muhammadiyah Garut,,
1594,Sekolah Tinggi Agama Islam Darul Hikmah,,
1595,Sekolah Tinggi Agama Islam Darul Kamal NW Kembang Kerang,,
1596,Sekolah Tinggi Agama Islam Darul Ulum Kandangan,,
1597,Sekolah Tinggi Agama Islam Darul Ulum Sarolangun,,
1598,Sekolah Tinggi Agama Islam Darunnajah Jakarta,,
1599,Sekolah Tinggi Agama Islam Darussalam Lampung,,
1600,Sekolah Tinggi Agama Islam Darussalam Nganjuk,,
1601,Sekolah Tinggi Agama Islam Daruttaqwa Gresik,,
1602,Sekolah Tinggi Agama Islam Daruttaqwa Manyar Gresik,,
1603,Sekolah Tinggi Agama Islam DDI Maros,,
1604,Sekolah Tinggi Agama Islam DDI Pinrang,,
1605,Sekolah Tinggi Agama Islam DDI Sidrap,,
1606,Sekolah Tinggi Agama Islam Diniyah Pekanbaru,,
1607,Sekolah Tinggi Agama Islam Diponegoro Tulungagung,,
1608,Sekolah Tinggi Agama Islam Dr. KH. EZ. Muttaqien Purwakarta,,
1609,Sekolah Tinggi Agama Islam Grobogan,,
1610,Sekolah Tinggi Agama Islam H.M. Lukman Edy Pekanbaru,,
1611,Sekolah Tinggi Agama Islam Hasanuddin Pare,,
1612,Sekolah Tinggi Agama Islam HM.Lukman Edy Pekanbaru,,
1613,Sekolah Tinggi Agama Islam Hubbul Wathan Duri Riau,,
1614,Sekolah Tinggi Agama Islam Ibnu Rusyd,,
1615,Sekolah Tinggi Agama Islam Indonesia Jakarta,,
1616,Sekolah Tinggi Agama Islam Jam`iyah Mahmudiyah Tanjung Pura Langkat,,
1617,Sekolah Tinggi Agama Islam Kupang,,
1618,Sekolah Tinggi Agama Islam Luqman Al-Hakim Surabaya,,
1619,Sekolah Tinggi Agama Islam Ma`arif Jambi,,
1620,Sekolah Tinggi Agama Islam Ma`arif Kendal,,
1621,Sekolah Tinggi Agama Islam Ma`arif Magetan,,
1622,Sekolah Tinggi Agama Islam Ma`arif Sarolangun,,
1623,Sekolah Tinggi Agama Islam Ma`arif Sintang,,
1624,Sekolah Tinggi Agama Islam Ma`had Aly Al-Hikam Malang,,
1625,Sekolah Tinggi Agama Islam Madinatun Najah Rengat Riau,,
1626,Sekolah Tinggi Agama Islam Madiun Jawa Timur,,
1627,Sekolah Tinggi Agama Islam Mambaul Ulum Jambi,,
1628,Sekolah Tinggi Agama Islam Masjid Syuhada,,
1629,Sekolah Tinggi Agama Islam Miftahul Ula Nganjuk,,
1630,Sekolah Tinggi Agama Islam Miftahul Ulum Pamekasan,,
1631,Sekolah Tinggi Agama Islam Minhaajurroosyidiin,,
1632,Sekolah Tinggi Agama Islam Muara Bulian,,
1633,Sekolah Tinggi Agama Islam Muhammadiyah Bandung,,
1634,Sekolah Tinggi Agama Islam Muhammadiyah Klaten,,
1635,Sekolah Tinggi Agama Islam Muhammadiyah Paciran,,
1636,Sekolah Tinggi Agama Islam Muhammadiyah Probolinggo,,
1637,Sekolah Tinggi Agama Islam Muhammadiyah Tulungagung,,
1638,Sekolah Tinggi Agama Islam Mulia Astuti Wonogiri Jawa Tengah,,
1639,Sekolah Tinggi Agama Islam Nahdlatul Ulama Kotabumi,,
1640,Sekolah Tinggi Agama Islam Nahdlatul Ulama Madiun,,
1641,Sekolah Tinggi Agama Islam Nahdlatul Ulama Tasikmalaya,,
1642,Sekolah Tinggi Agama Islam Natuna,,
1643,Sekolah Tinggi Agama Islam Nazhatut Thullab Sampang,,
1644,Sekolah Tinggi Agama Islam Nazhatut Thullab Sampang Madura,,
1645,Sekolah Tinggi Agama Islam Negeri Gajah Putih Takengon,,
1646,Sekolah Tinggi Agama Islam Negeri Kediri,,
1647,Sekolah Tinggi Agama Islam Negeri Kudus,,
1648,Sekolah Tinggi Agama Islam Negeri Majene,,
1649,Sekolah Tinggi Agama Islam Negeri Malikussaleh Lhokseumawe,,
1650,Sekolah Tinggi Agama Islam Negeri Mandailing Natal,,
1651,Sekolah Tinggi Agama Islam Negeri Pamekasan,,
1652,Sekolah Tinggi Agama Islam Negeri Pare-Pare,,
1653,Sekolah Tinggi Agama Islam Negeri Sorong,,
1654,Sekolah Tinggi Agama Islam Negeri Sultan Abdurrahman Kepulauan Riau,,
1655,Sekolah Tinggi Agama Islam Negeri Teungku Dirundeng Meulaboh,,
1656,Sekolah Tinggi Agama Islam Negeri Watampone,,
1657,Sekolah Tinggi Agama Islam Ngawi,,
1658,Sekolah Tinggi Agama Islam Nida El Adabi Parung Panjang Bogor,,
1659,Sekolah Tinggi Agama Islam Nur El Ghazy Bekasi,,
1660,Sekolah Tinggi Agama Islam Nurul Falah Airmolek Indragiri Riau,,
1661,Sekolah Tinggi Agama Islam Nurul Huda,,
1662,Sekolah Tinggi Agama Islam Nurul Iman,,
1663,Sekolah Tinggi Agama Islam Nusantara Kota Banda Aceh,,
1664,Sekolah Tinggi Agama Islam Pangeran Dharma Kusuma Segeran Indramayu,,
1665,Sekolah Tinggi Agama Islam Pati,,
1666,Sekolah Tinggi Agama Islam Pengembangan Ilmu Al-Qur`an,,
1667,Sekolah Tinggi Agama Islam Publisistik Thawalib,,
1668,Sekolah Tinggi Agama Islam Rahmaniyah Sekayu,,
1669,Sekolah Tinggi Agama Islam Raudhatul Akmal,,
1670,Sekolah Tinggi Agama Islam Rokan Besar Batu Rokan Hilir Riau,,
1671,Sekolah Tinggi Agama Islam Sabilul Muttaqqin Mojokerto Jawa Timur,,
1672,Sekolah Tinggi Agama Islam Sangatta Kutai Timur,,
1673,Sekolah Tinggi Agama Islam Sepakat Segenep Kutacane Aceh Tenggara,,
1674,Sekolah Tinggi Agama Islam Seram Timur,,
1675,Sekolah Tinggi Agama Islam Siliwangi Bandung,,
1676,Sekolah Tinggi Agama Islam Solok Nan Indah,,
1677,Sekolah Tinggi Agama Islam Sufyan Tsauri,,
1678,Sekolah Tinggi Agama Islam Sultan Abdurrahman Kepulauan Riau,,
1679,Sekolah Tinggi Agama Islam Sulthan Syarif Hasyim Siak Sri Indrapura,,
1680,Sekolah Tinggi Agama Islam Sumatera Medan,,
1681,Sekolah Tinggi Agama Islam Syaichona Moh. Cholil Bangkalan,,
1682,Sekolah Tinggi Agama Islam Syamsul Ulum Gunung Puyuh Sukabumi,,
1683,Sekolah Tinggi Agama Islam Syarif Muhammad Raha,,
1684,Sekolah Tinggi Agama Islam Syekh Manshur Pandeglang,,
1685,Sekolah Tinggi Agama Islam Syekh.H.Abdul Halim Al-Ishlahiyah,,
1686,Sekolah Tinggi Agama Islam Tapanuli Padangsidempuan,,
1687,Sekolah Tinggi Agama Islam Taruna Surabaya,,
1688,Sekolah Tinggi Agama Islam Tuanku Tambusai Riau,,
1689,Sekolah Tinggi Agama Islam Tulang Bawang,,
1690,Sekolah Tinggi Agama Islam UISU Pematang Siantar,,
1691,Sekolah Tinggi Agama Islam YAPERI Cibinong,,
1692,Sekolah Tinggi Agama Islam Yapnas Jeneponto,,
1693,Sekolah Tinggi Agama Islam YASBA Kalianda,,
1694,Sekolah Tinggi Agama Islam Yayasan Tgk Chik Pante Kulu,,
1695,Sekolah Tinggi Agama Islam YDI Lubuk Sikaping Pasaman,,
1696,Sekolah Tinggi Agama Islam YKI Sumatera Barat,,
1697,Sekolah Tinggi Agama Islam Yogyakarta,,
1698,Sekolah Tinggi Agama Islam Yogyakarta Wonosari,,
1699,Sekolah Tinggi Agama Islam YPI Al Ikhlas Painan,,
1700,Sekolah Tinggi Agama Islam YPIQ Baubau,,
1701,Sekolah Tinggi Agama Islam YPIQ Bau-Bau,,
1702,Sekolah Tinggi Agama Katolik Negeri Pontianak,,
1703,Sekolah Tinggi Agama Kristen Apollos Manado,,
1704,Sekolah Tinggi Agama Kristen Arastamar Grimenawa Jayapura,,
1705,Sekolah Tinggi Agama Kristen Arastamar Soe (STAKAS),,
1706,Sekolah Tinggi Agama Kristen Bina Muda Wirawan Wonogiri,,
1707,Sekolah Tinggi Agama Kristen Diaspora Wamena,,
1708,Sekolah Tinggi Agama Kristen Emmanuel Agung Nias,,
1709,Sekolah Tinggi Agama Kristen Lentera Bangsa Manado,,
1710,Sekolah Tinggi Agama Kristen Luwuk Banggai,,
1711,Sekolah Tinggi Agama Kristen Maluku Utara,,
1712,Sekolah Tinggi Agama Kristen Negeri Kupang,,
1713,Sekolah Tinggi Agama Kristen Negeri Palangka Raya,,
1714,Sekolah Tinggi Agama Kristen Negeri Toraja,,
1715,Sekolah Tinggi Agama Kristen Oikumene Timika,,
1716,Sekolah Tinggi Agama Kristen Terpadu Pesat Salatiga,,
1717,Sekolah Tinggi Agama Kristen Teruna Bhakti,,
1718,Sekolah Tinggi Agama Kristen Wiyata Wacana Pati,,
1719,Sekolah Tinggi Akuntansi Dan Manajemen Indonesia,1,
1720,Sekolah Tinggi Alkitab Batu Malang,,
1721,Sekolah Tinggi Alkitab Ginosko Airmadidi,,
1722,Sekolah Tinggi Alkitab Jember,,
1723,Sekolah Tinggi Alkitab Nusantara,,
1724,Sekolah Tinggi Alkitab Penyebaran Injil (STAPIN) Majalengka,,
1725,Sekolah Tinggi Alkitab Surabaya,,
1726,Sekolah Tinggi Alkitab Tiranus Bandung,,
1727,Sekolah Tinggi Analis Bakti Asih,4,
1728,SEKOLAH TINGGI ANALIS BAKTI ASIH,,
1729,Sekolah Tinggi Analis Kimia Cilegon,4,
1730,Sekolah Tinggi Arsitektur YKPN Yogyakarta,5,
1731,Sekolah Tinggi Bahasa Asing &quot;IEC&quot;,3,
1732,Sekolah Tinggi Bahasa Asing Bina Dinamika Cianjur,4,
1733,Sekolah Tinggi Bahasa Asing Cakrawala Nusantara,15,
1734,Sekolah Tinggi Bahasa Asing Cipto Hadi Pranoto,4,
1735,Sekolah Tinggi Bahasa Asing Cirebon,4,
1736,Sekolah Tinggi Bahasa Asing Harapan,1,
1737,Sekolah Tinggi Bahasa Asing JIA,4,
1738,Sekolah Tinggi Bahasa Asing Jiu,4,
1739,Sekolah Tinggi Bahasa Asing LIA,3,
1740,Sekolah Tinggi Bahasa Asing LIA Jakarta,3,
1741,Sekolah Tinggi Bahasa Asing LIA Yogyakarta,5,
1742,Sekolah Tinggi Bahasa Asing Malang,7,
1743,Sekolah Tinggi Bahasa Asing Methodist,2,
1744,Sekolah Tinggi Bahasa Asing Pertiwi Indonesia,3,
1745,Sekolah Tinggi Bahasa Asing Pontianak,11,
1746,Sekolah Tinggi Bahasa Asing Prayoga,10,
1747,Sekolah Tinggi Bahasa Asing Saraswati,8,
1748,Sekolah Tinggi Bahasa Asing Sebelas April Sumedang,4,
1749,Sekolah Tinggi Bahasa Asing Technocrat,4,
1750,Sekolah Tinggi Bahasa Asing Yapari,4,
1751,Sekolah Tinggi Bahasa Asing Yunisla Bandar Lampung,2,
1752,Sekolah Tinggi Bahasa Harapan Bersama,11,
1753,Sekolah Tinggi Bibelvrouw HKBP Laguboti,,
1754,Sekolah Tinggi Bio Sains Swadiri,14,
1755,Sekolah Tinggi Bisnis Dan Manajemen Dua Saudara,16,
1756,Sekolah Tinggi Desain Bali,8,
1757,Sekolah Tinggi Desain Indonesia Bandung,4,
1758,Sekolah Tinggi Desain Interstudi,3,
1759,Sekolah Tinggi Desain La Salle,3,
1760,Sekolah Tinggi Diakones HKBP Balige,,
1761,Sekolah Tinggi Dirasat Islamiyah Imam Syafi`i Jember,,
1762,Sekolah Tinggi Ekonomi  Manajemen Bisnis Islam (STEMBI) Bandung,,
1763,Sekolah Tinggi Ekonomi Bisnis Islam Syari'ah Bina Mandiri Cileungsu Bogor,,
1764,Sekolah Tinggi Ekonomi Dan Bisnis Islam (STEBIS) Muhammadiyah Sumedang,,
1765,Sekolah Tinggi Ekonomi Dan Bisnis Islam (STEBIS) Pagaralam,,
1766,Sekolah Tinggi Ekonomi Dan Bisnis Islam Al Jabar Bandung Jawa Barat,,
1767,Sekolah Tinggi Ekonomi Dan Bisnis Islam Al-Muhsin Yogyakarta,,
1768,Sekolah Tinggi Ekonomi Dan Bisnis Islam Darussalam Ogan Komering Ilir Sumsel,,
1769,Sekolah Tinggi Ekonomi Dan Bisnis Islam Nur Ilmi Al-Ismailiyun,,
1770,Sekolah Tinggi Ekonomi Dan Bisnis Islam Syaikhona Kholil Sidogiri Pasuruan,,
1771,Sekolah Tinggi Ekonomi Dan Bisnis Islam Tanggamus Lampung,,
1772,Sekolah Tinggi Ekonomi Dan Bisnis Syariah (STEBIS) Indo Global Mandiri,,
1773,Sekolah Tinggi Ekonomi Dan Bisnis Syariah Indo Global Mandiri,,
1774,Sekolah Tinggi Ekonomi Dan Perbankan Islam Mr. Sjafruddin Prawiranegara,,
1775,Sekolah Tinggi Ekonomi Islam (STEI) Al-Arsyadi Kalimantan Timur,,
1776,Sekolah Tinggi Ekonomi Islam (STEI) LPPM,,
1777,Sekolah Tinggi Ekonomi Islam (STEI) Tazkia,,
1778,Sekolah Tinggi Ekonomi Islam Al Furqon Prabumulih Sumatera Selatan,,
1779,Sekolah Tinggi Ekonomi Islam Al Ishlah Bobos,,
1780,Sekolah Tinggi Ekonomi Islam Bina Cipta Madani,,
1781,Sekolah Tinggi Ekonomi Islam Darul Qur'an Minak Selebah,,
1782,Sekolah Tinggi Ekonomi Islam Hamfara Yogyakarta,,
1783,Sekolah Tinggi Ekonomi Islam Kanjeng Sepuh Gresik Jawa Timur,,
1784,Sekolah Tinggi Ekonomi Islam Masyarakat Madani,,
1785,Sekolah Tinggi Ekonomi Islam SEBI,,
1786,Sekolah Tinggi Ekonomi Islam SEBI (STEI SEBI) Ciputat Tangerang,,
1787,Sekolah Tinggi Ekonomi Islam Yogyakarta,,
1788,Sekolah Tinggi Ekonomi Syari`ah Islamic Village Tangerang,,
1789,Sekolah Tinggi Ekonomi Syari'ah Bhakti Nugraha,,
1790,Sekolah Tinggi Ekonomi Syariah Harapan Bima,,
1791,Sekolah Tinggi Ekonomi Syariah Ihya Ulumiddin,,
1792,Sekolah Tinggi Ekonomi Syariah Manna Wa Salwa Tanah Datar Sumatera Barat,,
1793,Sekolah Tinggi Elektronika &amp; Komputer (STEKOM),6,
1794,Sekolah Tinggi Elektronika Dan Komputer Pat,6,
1795,Sekolah Tinggi Elektronika Dan Komputer PAT,6,
1796,Sekolah Tinggi Energi Dan Mineral,,
1797,SEKOLAH TINGGI FARMASI BANDUNG,,
1798,SEKOLAH TINGGI FARMASI INDONESIA BANDUNG,4,
1799,SEKOLAH TINGGI FARMASI INDONESIA PERINTIS PADANG,,
1800,SEKOLAH TINGGI FARMASI MAHAGANESHA,,
1801,SEKOLAH TINGGI FARMASI MUHAMMADIYAH CIREBON,4,
1802,SEKOLAH TINGGI FARMASI MUHAMMADIYAH CIREBON,,
1803,SEKOLAH TINGGI FARMASI MUHAMMADIYAH TANGERANG,4,
1804,SEKOLAH TINGGI FARMASI MUHAMMADIYAH TANGERANG,,
1805,Sekolah Tinggi Filsafat Driyarkara,3,
1806,Sekolah Tinggi Filsafat Fajar Timur Jayapura,14,
1807,Sekolah Tinggi Filsafat Islam (STFI) Sadra Jakarta,,
1808,Sekolah Tinggi Filsafat Jaffray Makassar,,
1809,Sekolah Tinggi Filsafat Katolik Ledalero,15,
1810,Sekolah Tinggi Filsafat Seminari Pineleng,16,
1811,Sekolah Tinggi Filsafat Teologi Widya Sasana,7,
1812,Sekolah Tinggi Filsafat Theologi Jakarta,3,
1813,Sekolah Tinggi Filsafat Theologi S Nusantara,1,
1814,Sekolah Tinggi Guru Huria HKBP Sipoholon,,
1815,Sekolah Tinggi Hindu Dharma Klaten Jawa Tengah,,
1816,Sekolah Tinggi Hukum Bandung,4,
1817,Sekolah Tinggi Hukum Galunggung,4,
1818,Sekolah Tinggi Hukum Garut,4,
1819,Sekolah Tinggi Hukum Indonesia Jakarta,3,
1820,Sekolah Tinggi Hukum Militer AHM - PTHM,,
1821,Sekolah Tinggi Hukum Pasundan,4,
1822,Sekolah Tinggi Ilmu Adab Dan Budaya Islam Riyadul 'Ulum,,
1823,Sekolah Tinggi Ilmu Administrasi AAN,5,
1824,Sekolah Tinggi Ilmu Administrasi Adabiah,10,
1825,Sekolah Tinggi Ilmu Administrasi Al Gazali Barru,9,
1826,Sekolah Tinggi Ilmu Administrasi Amuntai,11,
1827,Sekolah Tinggi Ilmu Administrasi Bagasasi,4,
1828,Sekolah Tinggi Ilmu Administrasi Bandung,4,
1829,Sekolah Tinggi Ilmu Administrasi Banten,4,
1830,Sekolah Tinggi Ilmu Administrasi Bayuangga,7,
1831,Sekolah Tinggi Ilmu Administrasi Bayuangga Probolinggo,7,
1832,Sekolah Tinggi Ilmu Administrasi Bengkulu,2,
1833,Sekolah Tinggi Ilmu Administrasi Bina Banua Banjarmasin,11,
1834,Sekolah Tinggi Ilmu Administrasi Bina Taruna,16,
1835,Sekolah Tinggi Ilmu Administrasi Cimahi,4,
1836,Sekolah Tinggi Ilmu Administrasi Darul Rahman Tual,12,
1837,Sekolah Tinggi Ilmu Administrasi Indragiri,10,
1838,Sekolah Tinggi Ilmu Administrasi Iskandar Thani,13,
1839,Sekolah Tinggi Ilmu Administrasi Karya Dharma,14,
1840,Sekolah Tinggi Ilmu Administrasi Kawula Indonesia,3,
1841,Sekolah Tinggi Ilmu Administrasi Lancang Kuning,10,
1842,Sekolah Tinggi Ilmu Administrasi Langgur,12,
1843,Sekolah Tinggi Ilmu Administrasi Lppn,10,
1844,Sekolah Tinggi Ilmu Administrasi Madani,6,
1845,SEKOLAH TINGGI ILMU ADMINISTRASI MALANG,7,
1846,Sekolah Tinggi Ilmu Administrasi Malang,7,
1847,Sekolah Tinggi Ilmu Administrasi Mataram,8,
1848,Sekolah Tinggi Ilmu Administrasi Maulana Yusuf Banten,4,
1849,Sekolah Tinggi Ilmu Administrasi Menara Siswa,4,
1850,Sekolah Tinggi Ilmu Administrasi Muhammadiyah Selong,8,
1851,Sekolah Tinggi Ilmu Administrasi Nasional,13,
1852,Sekolah Tinggi Ilmu Administrasi Pancamarga Palu,16,
1853,Sekolah Tinggi Ilmu Administrasi Panglima Sudirman,7,
1854,Sekolah Tinggi Ilmu Administrasi Pelita Nusantara,13,
1855,Sekolah Tinggi Ilmu Administrasi Pembangunan,7,
1856,Sekolah Tinggi Ilmu Administrasi Puangrimaggalatung,9,
1857,Sekolah Tinggi Ilmu Administrasi Said Perintah,12,
1858,Sekolah TInggi Ilmu Administrasi Said Perintah Masohi,,
1859,Sekolah Tinggi Ilmu Administrasi Sandikta,4,
1860,Sekolah Tinggi Ilmu Administrasi Satya Negara,2,
1861,Sekolah Tinggi Ilmu Administrasi Saumlaki,12,
1862,Sekolah Tinggi Ilmu Administrasi Sebelas April,4,
1863,Sekolah Tinggi Ilmu Administrasi Setih Setio,10,
1864,Sekolah Tinggi Ilmu Administrasi Tabalong,11,
1865,Sekolah Tinggi Ilmu Administrasi Trinitas,12,
1866,Sekolah Tinggi Ilmu Administrasi Yappi Makassar,9,
1867,Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya,4,
1868,Sekolah Tinggi Ilmu Agama Buddha Jinarakkhita,,
1869,Sekolah Tinggi Ilmu Agama Buddha Smaratungga,,
1870,Sekolah Tinggi Ilmu Agama Islam Al Azhar,,
1871,Sekolah Tinggi Ilmu Al Qur`an An Nur Yogyakarta,,
1872,Sekolah Tinggi Ilmu Al Quran Al Multazam,,
1873,Sekolah Tinggi Ilmu Al Qur'an Ar-Rahman,,
1874,Sekolah Tinggi Ilmu Al Quran Wali Songo Situbondo Jawa Timur,,
1875,Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Islamic Center Demak,,
1876,Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,,
1877,Sekolah Tinggi Ilmu Al-Quran (STIQ) An-Nur Lempuing OKI,,
1878,Sekolah Tinggi Ilmu Al-Qur'an (STIQ) Bima,,
1879,Sekolah Tinggi Ilmu Al-Qur'an Al-Lathifiyyah Palembang Sumatera Selatan,,
1880,Sekolah Tinggi Ilmu Al-Qur'an Nurul Islam,,
